lesson,source_file,pdf_page,source_heading,role,planned_anchor,chapter,status
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,13,Transformations and Actions / Spark operations are divided into Transformations and Actions. / 13This behavior is called lazy evaluation,chapter material or chapter divider,b9/ch02,A program becomes tasks,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,14,"Lazy Evaluation / With lazy evaluation, Spark first builds an execution plan instead of running each transformation / immediately.",chapter material or chapter divider,b9/ch02,A program becomes tasks,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,15,From Program to Execution Units / Spark breaks a large program into smaller execution units. / 15Now let’s connect everything into one complete execution flow,chapter material or chapter divider,b9/ch02,A program becomes tasks,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,16,"Spark Execution Flow / A Spark program starts from user code, gets resources, runs tasks, and returns or writes results. / 16Now that we understand how Spark runs work, we can move to the APIs used to describe that work",chapter material or chapter divider,b9/ch02,A program becomes tasks,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,17,Abstraction / & APIs / Spark DataFrame02/,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,18,"Data Abstraction & APIs / In most modern Spark jobs, DataFrame is preferred. / How Spark represents data internally",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,19,Spark RDD,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,20,What is RDD? / Resilient Distributed Dataset / ● An RDD is a logical collection of data split into partitions.,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,21,RDD is Distributed / Data is split across multiple machines / ● Spark splits an RDD into partitions so many machines can process data in parallel.,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,22,"RDD is Resilient / Lost data can be rebuilt / Spark remembers how each RDD was created. If a partition is lost, Spark can rebuild it.",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,23,Spark RDD Creation / 1. Create SparkSession / => Entry point to use Spark features,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,24,Spark / DataFrame,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,25,"What is DataFrame? / A DataFrame represents data like a table with rows, columns, and a schema. / ● A row is one record.",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,26,"Why DataFrame is Useful / DataFrame is the preferred way to work with data in Spark because it is easier to write, easier / to read, and allows Spark to optimize the execution automatically.",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,27,"DataFrame Is Immutable / A DataFrame is immutable. This means Spark does not change the existing DataFrame directly. / Instead, it creates a new DataFrame after each transformation.",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,28,Spark DataFrame vs RDD / 28Let’s look at some Spark Dataframe codes / Criteria RDD DataFrame,chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,29,"Spark Dataframe Creation / Use createDataFrame() when you already have a Python/Scala object (list, dict). Use .toDF() when you have an / existing RDD and want to add a schema",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,30,"Spark Dataframe Creation / 30After learning how Spark represents data, we need to understand how Spark moves and stores data efficiently.",chapter material or chapter divider,b9/ch03,Two ways to describe distributed data,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,31,Serializatio / n & Memory / Deserialization02/,chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,32,Serialization & Memory / 32Let’s start with the process of converting data for transfer. / Spark performance depends on how efficiently data is moved between machines and stored,chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,33,Serializatio / n,chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,34,What is Serialization? / 34Spark offers two approaches to serialization - let's compare them. / Serialization converts data objects into a format that can be sent across machines or saved to,chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,35,"Where Serialization Happens in Spark / 35Because serialization happens in important operations, inefficient serialization can slow down the whole job. / Spark uses serialization when data needs to be moved between machines or stored for later",chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,36,"Why Serialization Matters / Poor serialization makes Spark slower because it increases memory usage, CPU time and / network transfer time.",chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,37,"Java vs Kryo Serialization / Spark can use Java serialization or Kryo serialization. Kryo is usually faster, but it requires more / setup.",chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,38,"Kryo Serialization / Kryo serialization converts objects into smaller byte streams than Java serialization, so data / moves faster and uses less memory",chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,39,"Setting Up Kryo Serialization / To use Kryo, you need to configure Spark before starting the job. / ● Kryo needs explicit configuration before use - it is not the default.",chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,40,Deserializatio / n,chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,41,Deserialization / Deserialization converts a byte stream back into an object that Spark can process. / ● A deserializer converts bytes back into program data.,chapter material or chapter divider,b9/ch04,Objects cross the network as bytes,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,42,In-memory / Computing,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,43,"Traditional Computing Problem / Traditional systems often read and write data from disk repeatedly, which slows down / large-scale processing.",chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,44,What is In-Memory Computing? / In-memory computing means keeping data in RAM so Spark can access it faster. / ● RAM is fast temporary memory.,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,45,cache() / Keep reused data in memory / cache() tells Spark to keep computed data in memory for faster reuse.,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,46,persist() / Choose how Spark stores reused data / persist() gives more control over where and how Spark stores reusable data.,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,47,Storage Choices / Where Spark keeps reused data / A storage choice tells Spark where and how to keep reusable data.,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,48,"Storage Choices / Choice 1: MEMORY_ONLY / In this storage level Spark, RDD store as deserialized JAVA object in JVM.",chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,49,"Storage Choices / Choice 2: MEMORY_AND_DISK / In this level, RDD is stored as deserialized JAVA object in JVM.",chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,50,Storage Choices / Choice 3 - MEMORY_ONLY_SER / This level stores RDDs as serialized JAVA object. It stores RDD partitions as a single byte array,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,51,Storage Choices / Choice 4 - MEMORY_AND_DISK_SER / This level stores RDD as serialized JAVA object.,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,52,Storage Choices / Choice 5 - DISK_ONLY / This storage level stores the RDD partitions only on disk.,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,53,When Should We Cache? / Cache only data that will be reused / 53Small note: RDD cache vs Dataframe cache,chapter material or chapter divider,b9/ch05,Remember what is worth reusing,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,54,Optimizatio / n & Tuning / Manual Performance Tuning03/,chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,55,Batch / Processing / Challenges High Cardinality03/,chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,56,"Batch Processing Challenges / Why adding more machines is not always enough / Distributed systems help process large data, but Spark jobs can still become slow because of",chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,57,Batch Processing Challenges Overview / This section only explains the problems. Solutions will be covered later in tuning and operations. / Each challenge has a different root cause and needs a different solution.,chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,58,"Data Skew / When one partition has much more data / Data Skew occurs when data is unevenly distributed across partitions, causing some tasks to",chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,59,"Shuffle Explosion / Shuffle Explosion happens when Spark moves a very large amount of data across executors / during operations such as join, groupBy, distinct, or repartition.",chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,60,High Cardinality / When a column has many unique values / High Cardinality means a column has a very large number of distinct values.,chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,61,Wide Schema / When a table has too many columns / A Wide Schema means a table has hundreds or thousands of columns.,chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,62,"Schema Evolution / When table structure changes over time / Schema Evolution happens when columns are added, removed, or changed while downstream jobs still",chapter material or chapter divider,b9/ch06,The slowest partition sets the pace,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,63,Spark / Built-in / Optimizatio,chapter material or chapter divider,b9/ch07,Move the filter before the traffic jam,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,64,"Spark Built-in Optimization / How Spark improves execution before and during runtime / Spark includes built-in optimization mechanisms that improve query plans, memory usage, CPU",chapter material or chapter divider,b9/ch07,Move the filter before the traffic jam,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,65,Catalyst Optimizer / Improving the query plan before execution / Catalyst Optimizer rewrites the query plan so Spark can run the job with less unnecessary work.,chapter material or chapter divider,b9/ch07,Move the filter before the traffic jam,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,66,Catalyst Optimizer / Example logical plan / Example,chapter material or chapter divider,b9/ch07,Move the filter before the traffic jam,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,67,Catalyst Optimizer / Example logical plan - Optimized / Example,chapter material or chapter divider,b9/ch07,Move the filter before the traffic jam,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,68,Project Tungsten / Making execution faster with better memory and CPU usage / Project Tungsten improves how Spark uses memory and CPU when executing a plan.,chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,69,Three Tungsten Techniques / 69Let's start with the first technique: Off-Heap Memory Management / How Tungsten reduces execution overhead,chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,70,Project Tungsten / Java Object JVM Heap Garbage Collector (GC) / Before,chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,71,Project Tungsten / L1 Cache / L2 Cache,chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,72,"Project Tungsten / Technique 3: Whole-Stage Code Generation / Without Tungsten, each operator (Scan, Filter, Project, Aggregate) runs as a separate function call.",chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,73,Adaptive Query Execution / Adaptive Query Execution means Spark can adjust the execution plan using real runtime / statistics.,chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,74,"What AQE Can Improve / 74AQE helps automatically, but manual tuning is still needed for complex jobs. / AQE helps automatically, but it does not replace good data design and manual tuning.",chapter material or chapter divider,b9/ch08,A faster engine beneath the plan,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,75,Manual / Performanc / e Tuning,chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,76,"Manual Performance Tuning / 76Let’s start with shuffle, one of the most expensive operations in Spark. / Improving Spark jobs with better choices",chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,77,Shuffle and Partition Tuning / A good partition count helps Spark run tasks in parallel without creating too many tiny tasks. / ● Too few partitions can create large tasks.,chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,78,Reducing Shuffle Cost / Reducing Shuffle Explosion requires moving less data - not just adding more machines / Move less data between executors,chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,79,"Handling Skewed Keys / When one key creates one very large task / When a few keys dominate the data, engineers can split or process those keys separately.",chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,80,"Handling Skewed Keys with Salting / Split one heavy key into smaller groups / When one key has too many records, salting spreads that key across multiple partitions so one",chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,81,High Cardinality Optimization / Reduce memory pressure from many unique values / High-cardinality operations can be optimized by using approximate counting or pre-aggregation.,chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,82,"Wide Schema Optimization / When a table has hundreds or thousands of columns, reading all of them wastes I/O, memory, and / network bandwidth - even if only a few columns are needed.",chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,83,Schema Evolution Management / Manage schema changes safely / Schema changes should be controlled so downstream jobs do not fail unexpectedly.,chapter material or chapter divider,b9/ch09,Tune the work before adding machines,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,84,Spark / Operational / Techniques Dynamic Allocation02/,chapter material or chapter divider,b9/ch10,Read the traces left by a job,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,85,"Spark Operational Techniques / Even with a well-tuned job, engineers need tools to monitor, manage resources, and maintain / data quality over time.",chapter material or chapter divider,b9/ch10,Read the traces left by a job,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,86,Spark UI Dashboard / Spark UI Dashboard / Currently running stage,chapter material or chapter divider,b9/ch10,Read the traces left by a job,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,87,Dynamic Allocation / Dynamic Allocation allows Spark to automatically / adjust the number of executors based on workload.,chapter material or chapter divider,b9/ch10,Read the traces left by a job,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,88,Data Compaction / Data compaction is the process of merging many / small files into fewer larger files via coalesce(n) or,chapter material or chapter divider,b9/ch10,Read the traces left by a job,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,89,"fullstackdatascience.com / References / • Learning Spark, 2nd Edition",references,source-analysis.md,Original reference list retained in authoring audit,planned; implementation and coverage review pending
b9,Lession_9_Data_Engineering_Transformation_Layer_1_Batch.pdf,90,Thank you,closing,b9/summary,Closing page,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,1,EDAI-1-K9 / Data Engineering / Transformation,cover,b10/hero,Source identity / course introduction,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,2,Learn / About / Windowing and Late Data03/,agenda,b10/navigation,"Agenda, including named-only supplements",planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,3,Flink / Overview,chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,4,What is Apache Flink? / Apache Flink is a distributed engine for processing continuous event streams with high / throughput and low latency.,chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,5,Ingestion / Layer / Transformation,chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,6,"Flink Architecture / Flink Architecture / Flink follows a master-worker architecture. The JobManager coordinates, TaskManagers execute.",chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,7,Task Slots / Each Task Slot represents a fixed subset of resources of the TaskManager. / Resource Sharing:,chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,8,"Sub-task and Parallelism / ● A Flink job is built from operators such as map(), filter(), or window / ● To run faster, Flink can create subtasks to run in parallel for each operator",chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,9,TaskManager / Example: Parallelism Creates Sub-tasks / Parallelism does not change the business logic. It only changes how many parallel instances,chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,10,"JobManager’s Duty / When a job is submitted, the JobManager does three things: / Inside each TaskManager, Flink uses task slots to run work in parallel.",chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,11,"JobManager: Saving Progress / While the job runs, the JobManager periodically saves the job's progress. / 1. Monitor task health",chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,12,"JobManager: Recovering from Failure / When a failure is detected, the JobManager uses the last Checkpoint to restore the job. / Let’s summarize How Flink execute a Job",chapter material or chapter divider,b10/ch01,A computation with no final record,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,13,Time / Semantics,chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,14,"Three Definitions of Time / Flink supports three ways to define what ""time"" means in your pipeline. / The gap between Event Time and Processing Time can range from milliseconds to hours -",chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,15,Watermarks,chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,16,What is a Watermark? / A Watermark is a technique to track how far Event Time has progressed. / ● It is not business data - it carries no user information,chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,17,Watermark Example / e1 e2 e3 e4W e5 W e6 / Watermark = 00:58 - 5s,chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,18,Watermark Flow in the Pipeline / Flink provides three built-in strategies for generating Watermarks. / Component What it does,chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,19,Watermark Strategies Overview / Let's look at each strategy in detail. / Flink offers three strategies depending on how predictable your data delays are.,chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,20,"Strategy 1: Monotonous Timestamps / If your data has some delay, use the next strategy. / Use when: Events are guaranteed to arrive in event_time order - no late arrivals.",chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,21,"Strategy 2: Bounded Delay / If your delay pattern cannot be described by a fixed number, use a Custom strategy. / Use when: Events can arrive late, but the maximum delay is known in advance.",chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,22,"Strategy 3: Custom Watermark Generator / Now that we have all three strategies, how do we choose the right allowed delay? / Use when: Your specific use case",chapter material or chapter divider,b10/ch02,The event has more than one clock,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,23,Windowing / Window Types02/ / What is a Window?01/,chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,24,What Is a Window? / A Window is a finite slice of a continuous stream. / Example: 1-minute windows,chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,25,"Window Types Overview / Flink provides several window types, each for a different grouping pattern. / Window type Behavior Best for",chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,26,"Tumbling Windows / Definition: A tumbling window divides a stream into fixed, non-overlapping intervals. / ● Each event belongs to exactly one window",chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,27,Sliding Windows / Definition: A sliding window uses a fixed size and a fixed slide interval. / ● Windows overlap.,chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,28,Session Windows / Definition: A session window groups events that are close together in time. / ● A new session starts after a period of inactivity.,chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,29,Global Windows / A global window never fires by itself. / Definition: A global window puts all events into one logical window.,chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,30,How to Choose a Window Type / How does Flink know when to close it and emit a result? That is the job of the Trigger. / Use Case Window Type,chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,31,"What Is a Trigger? / ● Choosing a window type answers: ""How do I group events?"" / ● A Trigger answers: ""When do I compute and emit the result?""",chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,32,"Trigger per Window Type / Tumbling, Sliding, and Session windows all have a default Trigger - you do not configure it / manually.",chapter material or chapter divider,b10/ch03,Cut a moving stream into windows,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,33,Late Data / Handling / Three Options to Handle02/,chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,34,What Happens When an Event Arrives Late? / An event is late when it arrives after its window's Trigger has already fired. / Flink provides three options - let's see what each one does.,chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
